rentalid,branchcity,date,rentedcars,availablecars,avgdailytemp,isweekend,marketingspend,customerrating,holidayflag,fuelprice,promotiontype
RID5377,Ney York,2034-09-21,270.0,304.0,8.424495644445718,0.0,221.09746652042196,3.3119041484399,0.0,206.32207743239616,Seasonal
RID9490,Huston,2045-12-25,248.0,278.0,20.61005121692745,0.0,224.94959824191,3.775744503038682,1.0,190.5520906585536,
RID1562,Chicago,2024-04-11,230.0,316.0,28.31748104469372,0.0,216.6415289459173,3.4262285408112096,0.0,196.4386606681909,Seasonal
RID6094,Chcago,2036-09-07,239.0,307.0,11.924833743672302,1.0,205.68239372555723,3.5987427343851,0.0,198.30536367346284,Discount
RID8339,Huston,2042-10-31,330.0,389.0,13.145607796761478,0.0,289.8395581691216,4.164426455612732,0.0,196.82796607607327,
RID6935,newyork,2038-12-27,225.0,285.0,20.632870823667645,0.0,207.6947979225547,3.507423212671325,1.0,201.0912643291329,
RID5747,Los Angeles,2035-09-26,259.0,281.0,11.456515201842702,0.0,217.608343370294,3.677443147758414,0.0,194.7511793505661,Discount
RID1726,Los Angeles,2024-09-22,190.0,255.0,10.949676276927852,1.0,168.81578131174933,3.6136148021319743,0.0,203.53491451279584,Discount
RID9068,denver,2044-10-29,327.0,390.0,9.782728606487543,1.0,234.7214157667209,3.747693325804292,0.0,195.3654642848381,Seasonal
RID4342,Houston,2031-11-21,311.0,360.0,12.37722445927077,0.0,225.28574978174672,3.770459727695274,0.0,196.5774141093414,BOGO
RID6434,NYC,2037-08-13,304.0,356.0,15.185304317632095,0.0,243.11519466212255,3.909542790007437,0.0,199.28066539374564,Discount
RID2304,Huston,2026-04-23,282.0,363.0,31.57944906083224,0.0,256.9647820165172,3.56500515400517,0.0,208.75807273498592,
RID5050,LA,2033-10-29,279.0,341.0,11.999030931848546,1.0,187.91512940300333,3.560998367123804,0.0,196.23026252333932,Seasonal
RID5812,Chcago,2035-11-30,309.0,359.0,14.711782512340228,,248.132567624818,3.887632687656873,0.0,198.52391619206975,Discount
RID1650,Los Angeles,2024-07-08,173.0,210.0,17.647527710368205,0.0,190.3089614427621,3.3501234366145134,0.0,198.01708530599456,BOGO
RID6995,Chicago,2039-02-25,315.0,345.0,28.828890751301675,0.0,269.0787742142457,3.79648922635131,0.0,193.24712502396315,BOGO
RID7642,newyork,2040-12-03,223.0,290.0,18.318388152768147,0.0,247.46230817160048,3.712375586631385,0.0,195.2668841476267,Seasonal
RID3602,Denver,2029-11-11,234.0,323.0,12.364251992651802,1.0,204.8874340538602,3.205910923698087,0.0,198.9359389871433,BOGO
RID251,New York,2020-09-08,172.0,218.0,15.6002720627898,0.0,180.561451406786,3.866798068831846,0.0,,
RID5848,newyork,2036-01-05,270.0,297.0,20.050506416220287,1.0,244.48883897932768,3.65345561499965,0.0,195.28331031701387,BOGO
RID7086,Chcago,2039-05-27,320.0,383.0,29.177905991958717,0.0,218.48901796267216,3.933132202081955,0.0,194.5218751617929,Discount
RID6584,Chcago,2038-01-10,260.0,299.0,23.471443322844443,1.0,238.7180383479067,3.4444599736226067,0.0,196.85725594456247,Seasonal
RID35,Denver,2020-02-05,188.0,223.0,22.265669553447243,0.0,201.7671423517846,3.538499564753764,0.0,197.093811768932,
RID7225,Huston,2039-10-13,300.0,363.0,10.28687743578986,0.0,253.34164612036145,3.9708483379681057,0.0,193.08361185949167,Seasonal
RID80,Los Angeles,2020-03-21,220.0,305.0,29.31420322587832,1.0,193.47742532418272,3.415153486186301,0.0,196.3987727176606,BOGO
RID3282,New York,2028-12-26,172.0,234.0,19.0884884488955,0.0,184.30695821719144,3.2513220562073726,1.0,204.46189263335685,BOGO
RID8594,newyork,2043-07-13,236.0,317.0,14.396847719671197,0.0,237.2319700341991,3.512039855599705,0.0,201.8625358649905,Seasonal
RID3024,Chcago,2028-04-12,211.0,285.0,35.12271480698003,0.0,201.09709626025764,3.509969226403464,0.0,197.71856017966277,BOGO
RID5662,LA,2035-07-03,217.0,238.0,19.93731858891917,0.0,170.03751201290206,3.3407235500847463,0.0,197.8527101768989,Discount
RID9716,Ney York,2046-08-08,299.0,321.0,14.91628016399256,0.0,270.4990106736254,3.9841489546036337,0.0,200.16756697588596,BOGO
RID3063,LA,2028-05-21,203.0,288.0,27.964127295646648,1.0,194.7687901381321,3.21957141143756,0.0,191.72336353549665,BOGO
RID4533,New York,2032-05-30,214.0,286.0,24.11673867027824,1.0,191.78901785174665,3.834751383208061,0.0,199.2133736192192,BOGO
RID304,LA,2020-10-31,224.0,252.0,11.62022706808067,1.0,181.6168734325066,3.716058113047095,0.0,200.99929816129264,
RID1175,New York,2023-03-21,169.0,239.0,31.4418547616738,0.0,168.9097631507739,3.40939845079848,0.0,200.5520807607308,Discount
RID5935,Chicago,2036-04-01,224.0,292.0,29.396053369428053,0.0,191.41548953516445,3.7572788311872265,0.0,,Seasonal
RID6291,Chcago,2037-03-23,228.0,317.0,32.00168705553175,0.0,208.14368730031188,3.7297706783997127,0.0,195.00493109631563,BOGO
RID1068,Huston,2022-12-04,184.0,224.0,16.247514438621486,,192.710199895828,3.516873180945568,0.0,193.30462613379575,Seasonal
RID3019,Chcago,2028-04-07,284.0,371.0,34.11543756482644,0.0,276.01682117873963,3.697457205751731,0.0,202.0127759355476,BOGO
RID8812,Denver,2044-02-16,249.0,298.0,27.202665343780737,0.0,206.3730653927204,4.003489104087365,0.0,199.07783834454813,BOGO
RID733,Denver,2022-01-03,141.0,206.0,21.001800530639823,0.0,198.5751864309129,3.529437950101444,0.0,201.1051994260912,Discount
RID4580,Houston,2032-07-16,296.0,354.0,16.86293154060918,0.0,261.64281190727496,4.0614016799070525,0.0,197.7235965545432,Seasonal
RID6758,Ney York,2038-07-03,309.0,406.0,19.89265181456997,1.0,255.98585519724537,4.081867125362896,0.0,199.47469338079284,BOGO
RID8035,denver,2041-12-31,261.0,293.0,18.09593139645802,0.0,238.1696552100972,3.822050829723212,1.0,201.25945250805628,
RID7414,Houston,2040-04-19,336.0,422.0,28.32537319027123,0.0,252.4538412653629,3.8597364711585977,0.0,192.81872702716464,
RID6458,New York,2037-09-06,235.0,328.0,14.084482446462504,1.0,224.47802860012385,3.815225425051187,0.0,205.55075708576936,
RID3015,Houston,2028-04-03,191.0,283.0,32.81507750607391,0.0,203.9136990963601,3.902408451235342,0.0,204.14525121108284,
RID6003,LA,2036-06-08,232.0,306.0,,1.0,238.18193481357912,4.00904795602116,0.0,200.20240488465876,Seasonal
RID1793,NYC,2024-11-28,263.0,294.0,16.339506086946603,0.0,243.986323839718,3.859430721572234,0.0,195.59879311149604,Discount
,denver,2030-09-17,210.0,240.0,9.315994880153957,0.0,221.67264586733543,3.7482496128836056,0.0,208.0555295061766,Discount
RID9664,Houston,2046-06-17,269.0,300.0,21.42890696539268,1.0,216.91072342897488,3.785951638297021,0.0,193.21755240692997,
RID9277,Chcago,2045-05-26,345.0,411.0,27.275800036733823,0.0,243.58735193372948,3.868040968348237,0.0,198.4508941064214,Seasonal
RID2903,newyork,2027-12-13,183.0,223.0,18.674093672608045,0.0,186.8947120982536,3.563060867583716,0.0,193.552077028562,Discount
RID4965,Chcago,2033-08-05,296.0,372.0,12.930593967401707,0.0,254.45653459808184,4.020779536031536,0.0,204.91144564489187,
RID5378,LA,2034-09-22,308.0,344.0,11.35022857378742,0.0,234.5271521499137,3.7966560986021713#,0.0,197.2054990103516,BOGO
RID1208,denver,2023-04-23,176.0,267.0,26.59146928739283,1.0,200.61171240264903,3.4553429942453726,0.0,193.5535269426298,Seasonal
RID39,Los Angeles,2020-02-09,180.0,273.0,26.72055836533595,1.0,230.1514676703491,3.236259982344975,0.0,194.57883285474884,
RID510,Los Angeles,2021-05-25,168.0,218.0,24.0590555551845,0.0,174.35940028569652,3.488713519835728,0.0,185.22705857774983,Seasonal
RID1835,Ney York,2025-01-09,261.0,311.0,21.35327639958757,0.0,229.35011454071815,3.968709569259607,0.0,204.4976945499661,BOGO
RID9366,Chcago,2045-08-23,290.0,338.0,7.555375642436066,0.0,241.19134860277765,3.9534479592980034,0.0,202.3616235241528,Seasonal
RID1111,Ney York,2023-01-16,164.0,202.0,22.97999333779108,0.0,166.35490629692623,3.487941101897929,0.0,201.607961989474,Discount
RID2483,Los Angeles,2026-10-19,168.0,209.0,10.963832093559786,0.0,215.3282904338609,3.45266576602347,0.0,200.9200665002812#,
RID9608,Los Angeles,2046-04-22,260.0,288.0,27.315710157210663,1.0,233.1034678656081,3.2638533972597705,0.0,205.4336521601792,
RID5597,Los Angeles,2035-04-29,231.0,286.0,29.53364545578481,1.0,194.2208508059468,3.793666450027654,0.0,204.9216296920669,BOGO
RID960,Huston,2022-08-18,255.0,331.0,13.14806962967078,0.0,233.2548482979329,3.6007139425625767,0.0,209.6386818533709,
RID5993,Houston,2036-05-29,304.0,364.0,25.917313845846078,0.0,262.1036263994704,4.021162773775459,0.0,216.51758195473508,
RID7779,LA,2041-04-19,317.0,341.0,32.13378745863899,0.0,236.55649123625983,3.8797941731988015,0.0,197.63300357535067,Discount
RID8777,Huston,2044-01-12,260.0,313.0,23.20156952524489,0.0,267.34088098819814,3.382647353174075,0.0,202.98761415201588,BOGO
RID6242,LA,2037-02-02,226.0,247.0,29.537835865129114,0.0,212.52784592739283,3.3086239538214697,0.0,198.0086440943063,Seasonal
RID4817,Denver,2033-03-10,278.0,322.0,32.301881240651056,0.0,251.0752028812928,3.289820786318371,0.0,197.9760863505474,BOGO
RID7439,Chcago,2040-05-14,231.0,312.0,28.202175664810884,0.0,196.40277761057325,3.605655325996251,0.0,197.93149774616552,Discount
RID932,Los Angeles,2022-07-21,233.0,291.0,18.0858495190309,0.0,217.88897125975916,3.4358828122943703,0.0,203.06515836754957,Seasonal
RID4913,Chicago,2033-06-14,211.0,272.0,23.856887576289022,0.0,198.312941381174,3.729957048289046,0.0,195.28634768350423,Discount
RID388,Denver,2021-01-23,235.0,274.0,24.62207448336549,1.0,163.9950206511134,3.888786048812359,0.0,196.9313917491391,BOGO
RID3397,LA,2029-04-20,297.0,367.0,31.574242443512937,0.0,246.0332835997522,3.525194575338594,0.0,192.26000827440245,BOGO
RID7470,Huston,2040-06-14,323.0,388.0,19.488650820723805,0.0,227.2309537715709,3.969634458833245,0.0,203.2447433138861,BOGO
RID4502,Houston,2032-04-29,268.0,292.0,29.89083433884476,0.0,243.8049733505431,3.560771610672145,0.0,196.29546533870675,
RID7640,Houston,2040-12-01,277.0,371.0,14.221872299405849,1.0,191.17915357713355,3.954937178340012,0.0,197.6591525449088,
RID6568,Denver,2037-12-25,316.0,410.0,16.588920055997587,0.0,248.8649119181352,3.781608857086368,1.0,200.81683167905345,BOGO
RID8545,NYC,2043-05-25,255.0,281.0,25.486340430533705,0.0,232.02646066074792,3.751137004306636,0.0,207.43127636511184,Seasonal
RID3555,Ney York,2029-09-25,196.0,218.0,10.954314193037437,0.0,151.81270252987383,3.431484187291598,0.0,195.33801272545168,Discount
RID668,Huston,2021-10-30,201.0,245.0,6.002420006701894,1.0,204.98575631989516,3.491758691492484,0.0,202.9090889461574,
RID6074,newyork,2036-08-18,229.0,287.0,15.068604272898105,0.0,218.7401033159297,3.5377572099695693,0.0,199.4154773156521,BOGO
RID1056,Los Angeles,2022-11-22,171.0,222.0,9.600638952692613,0.0,,3.2802879739987088,0.0,204.08627411179648,BOGO
RID5770,NYC,2035-10-19,325.0,405.0,13.090411399417643,0.0,251.99832260484436,3.768166014549291,0.0,204.51475380786,Discount
RID2348,LA,2026-06-06,252.0,316.0,27.527724900442557,1.0,243.84723287195197,3.8316068465309,0.0,195.59427691563943,BOGO
,Huston,2024-11-03,197.0,260.0,13.007612450498868,1.0,200.0826589564224,3.73917460116907,0.0,205.54933876257127,Discount
RID6854,Huston,2038-10-07,307.0,334.0,8.6914113223881,0.0,243.11110663947187,3.53712776899507,0.0,191.4145159171479,Discount
RID1339,Chicago,2023-09-01,263.0,327.0,8.085102091682833,0.0,234.4091264279361,3.647902736121563,0.0,198.0425144476071,Seasonal
RID483,newyork,2021-04-28,206.0,247.0,26.988787306212927,0.0,197.7782233751447,3.5254939231515188,0.0,202.9767423191579,Discount
RID4412,newyork,2032-01-30,282.0,312.0,25.014612442409124,0.0,256.3170378834748,4.102060746942247,0.0,200.41641202228752,Seasonal
RID6119,Ney York,2036-10-02,296.0,395.0,10.491231009041664,0.0,237.7110147085203,3.877241500651943,0.0,191.0181698687296,Seasonal
RID4657,Los Angeles,2032-10-01,285.0,330.0,12.226239543155472,0.0,248.21494236808977,3.597258543113369,0.0,206.06593739749283,Seasonal
RID7387,New York,2040-03-23,325.0,387.0,29.6618938604077,0.0,280.12863794915745,3.84710493049585,0.0,204.5151686821829,Seasonal
RID6162,Chicago,2036-11-14,297.0,317.0,12.713253895756573,0.0,236.98397515406336,3.2777471048893565,0.0,199.42329283051023,
RID4222,Houston,2031-07-24,281.0,358.0,16.58849883110368,0.0,241.8237564552361,3.380815085429249,0.0,201.8544464122303,Discount
,Houston,2046-11-05,236.0,303.0,14.458831580528615,0.0,207.70846408341657,3.442660585715078,0.0,196.1075555118009,Seasonal
RID2425,newyork,2026-08-22,251.0,340.0,12.011799394910474,1.0,221.9112821379982,3.910016270680594,0.0,202.53850228541404,BOGO
RID718,denver,2021-12-19,181.0,242.0,18.811376281147083,1.0,208.831605572246,3.4278687157316314,0.0,200.8924851555172,
RID8457,NYC,2043-02-26,323.0,359.0,29.15528948909088,0.0,265.5888305216848,4.0180589565980025,0.0,201.17116021852544,BOGO
RID6117,Chicago,2036-09-30,213.0,273.0,8.274868653144912,0.0,167.9973324416012,3.3496733314244898,0.0,199.1882658232464,Discount
RID8579,NYC,2043-06-28,268.0,308.0,16.045310109309508,1.0,219.68422717253904,3.856076557142265,0.0,199.3402869776303,BOGO
RID5100,Houston,2033-12-18,239.0,281.0,21.68087762722328,1.0,,3.780006459889431,0.0,201.3719349045965,BOGO
RID5781,LA,2035-10-30,211.0,232.0,17.344477830555867,0.0,232.61128451788068,3.5895111341028807,0.0,205.43811543524117,Seasonal
RID6505,Chicago,2037-10-23,311.0,339.0,11.730821391716717,0.0,263.56887857144955,3.5924161497666875,0.0,193.94434875413785,Discount
RID2232,Los Angeles,2026-02-10,163.0,201.0,26.36082060661743,0.0,174.00297358419084,3.419135733608037,0.0,195.61978186532693,BOGO
RID1482,newyork,2024-01-22,183.0,234.0,24.94076167626333,0.0,239.5702712565389,3.451770915344748,0.0,203.86131977120223,Seasonal
,Denver,2032-01-11,216.0,246.0,20.600575604651265,1.0,212.11670091316083,3.639061836343069,0.0,201.0691693537477,Discount
RID5213,Huston,2034-04-10,207.0,284.0,29.61042837613505,0.0,201.13805668834425,3.603220744462324,0.0,191.51644972587016,BOGO
RID6067,Denver,2036-08-11,222.0,271.0,12.314896662637214,0.0,250.1837074009624,3.413117068390296,0.0,198.3490746215633,BOGO
,New York,2044-07-18,225.0,307.0,18.64774348449929,0.0,201.1705571406889,,0.0,210.3999099501903,Discount
RID8504,Chicago,2043-04-14,232.0,290.0,31.3254565197428,0.0,208.81639690447716,3.488304394653724,0.0,204.1243933727293,
,NYC,2032-06-27,241.0,320.0,23.10335908367688,,201.82875295632505,3.515268520942926,0.0,201.34275525407827,Seasonal
RID2455,Ney York,2026-09-21,190.0,,10.18787363045066,0.0,192.981541071932,3.6892633892831697,0.0,192.6836510395059,Seasonal
RID8380,Huston,2042-12-11,323.0,409.0,15.269840567315,0.0,286.8952974271542,4.184617165555181,0.0,202.74582498738064,
RID2260,NYC,2026-03-10,187.0,241.0,28.549131900894768,0.0,214.9724862369927,3.716464429165516,0.0,195.0518837580093,BOGO
RID1107,denver,2023-01-12,239.0,310.0,23.00158124291555,0.0,237.62131032637637,3.6266456549973376,0.0,199.5661625828655,
RID9016,,2044-09-07,273.0,333.0,13.013521965538915,0.0,221.8830383178881,3.3650536413271146,0.0,198.35587859877,Discount
RID993,Huston,2022-09-20,164.0,260.0,9.21638654290747,0.0,136.9729351027498,3.561356704075214,0.0,198.2785704089484,BOGO
RID5554,Chcago,2035-03-17,276.0$,332.0,26.99384501235256,1.0,237.16362123206463,3.646523752427715,0.0,202.76497221627997,
RID5729,Ney York,2035-09-08,278.0,312.0,9.13130751749588,1.0,231.0450519884147,3.388464387334082,0.0,202.6105330405088,Discount
RID8210,denver,2042-06-24,249.0,334.0,17.77858780341029,0.0,221.19855769297348,3.676008391781108,0.0,209.00406107131147,Seasonal
RID9272,Los Angeles,2045-05-21,261.0,301.0,26.49265218686875,1.0,223.28074846910823,3.6063643521793294,0.0,194.91585958355304,BOGO
RID9992,LA,2047-05-11,328.0,373.0,28.94521454770676,1.0,272.9661167958605,3.71013449630354,0.0,196.2833376573201,BOGO
RID8083,New York,2042-02-17,239.0,285.0,26.8922168504492,0.0,235.8370165889288,3.4910894974236504,0.0,194.3831549341955,Discount
RID2316,Denver,2026-05-05,192.0,277.0,30.192819228308984,0.0,194.7810849427187,3.1711869969589013,0.0,198.53710385356476,BOGO
RID2707,Huston,2027-05-31,178.0,251.0,24.075051117585836,0.0,167.97126730255084,3.5640859713922857,0.0,200.8770965308787,
RID795,Chcago,2022-03-06,196.0,295.0,25.29225835025526,1.0,173.02388393015704,3.1646119192773527,0.0,195.0479423425836,BOGO
RID7412,Houston,2040-04-17,232.0,322.0,27.778746507042637,0.0,246.5421464249988,3.8436824232488056,0.0,204.94011266560528,BOGO
RID4418,New York,2032-02-05,279.0,370.0,29.012652122810216,,246.46560571133537abc,3.802951792425787,0.0,193.8170382676998,
RID259,Huston,2020-09-16,210.0,294.0,8.589749617903763,0.0,216.08760069233887,3.381098123894485,0.0,197.44627644448008,Discount
RID4288,denver,2031-09-28,236.0,286.0,13.273375222623107,1.0,223.48655421175067,3.935380777175884,0.0,199.5618895157708,BOGO
RID2698,denver,2027-05-22,254.0,313.0abc,28.09149372413076,1.0,216.1320664189303,3.568693268894892,0.0,206.0392069693615,Discount
RID2882,New York,2027-11-22,174.0,208.0,16.756306410890975,0.0,225.40143554140764,3.462711504591541,0.0,205.98055711857992,Discount
RID487,newyork,2021-05-02,172.0,227.0,27.970355560323764,1.0,172.95154687964796,3.54856644954735,0.0,203.2819467578921,
RID9893,New York,2047-02-01,345.0,386.0,24.560814497745948,0.0,304.3705501945087,3.9865255357774463,0.0,203.9853648594897,Discount
RID4216,Los Angeles,2031-07-18,309.0,394.0,16.28811736362855,0.0,251.2797516981115,4.017783425620685,0.0,200.9234530127509,
RID8259,New York,2042-08-12,246.0,345.0,7.374719332874445,0.0,216.75666810383,3.663461497382373,0.0,198.46165247272205,BOGO
RID6310,denver,2037-04-11,282.0,360.0,31.971523666048427,1.0,221.072113938352,3.571350214992081,0.0,189.88136693065695,Seasonal
RID3038,Denver,2028-04-26,220.0,309.0,34.0004343032715,0.0,216.08376067099744,3.674049416003142,0.0,201.00920725935867,Seasonal
RID6912,newyork,2038-12-04,283.0,317.0,14.133964725767218,1.0,237.69117851123227,3.696977213982247,0.0,194.7770012558629,Seasonal
RID4955,NYC,2033-07-26,196.0,274.0,,0.0,200.6237454999864,3.5027633015627693,0.0,202.4833646722694,Seasonal
RID96,Chicago,2020-04-06,155.0,244.0,30.61310488202319,0.0,168.38108659659972,3.378317406617961,0.0,198.667581081897,Seasonal
RID6605,Denver,2038-01-31,227.0,272.0,21.659999041802266,1.0,217.55016854681168,3.707421626599597,0.0,200.49430821186223,BOGO
RID9190,Huston,2045-02-28,243.0,295.0,30.62794539999596,0.0,220.6604510769971,3.4262122446564884,0.0,195.72995088550368,Discount
RID3263,Los Angeles,2028-12-07,283.0,345.0,19.170766229957845,0.0,232.23453541807484,3.762915962597863,0.0,195.2572163865217,Discount
RID119,Huston,2020-04-29,208.0,279.0,29.26172780575044,0.0,183.20812064416756,3.312742474241291,0.0,202.85165709913176,
RID1446,Los Angeles,2023-12-17,187.0,254.0,18.258580445983355,1.0,201.96848986278468,3.609038224432761,0.0,200.0767638082055,BOGO
RID9174,Denver,2045-02-12,281.0,376.0,27.26586979981993,1.0,231.9803977041488,3.567009925235704,0.0,202.16121433139688,Discount
RID3463,Chicago,2029-06-25,196.0,221.0,22.41286642720775,0.0,210.73430305277245,3.5216037769998936,0.0,206.7948331642903,BOGO
RID33,Houston,2020-02-03,141.0,218.0,25.244671206516852,0.0,141.22758241113507,3.4384511935867828,0.0,203.88980111309996,BOGO
RID8959,Chcago,2044-07-12,247.0,290.0,14.48876808406346,0.0,227.52725572397352,3.646021018383566,0.0,204.91411641117452,
RID9180,Chicago,2045-02-18,312.0,409.0,28.270746040252824,1.0,235.9496749535217,3.9279870180102896,0.0,200.2866515888697,
RID5803,NYC,2035-11-21,276.0,309.0,15.594686169589172,0.0,220.6232254339701,3.7801073384938912,0.0,199.16442165617443,
RID4205,denver,2031-07-07,187.0,209.0,24.005444998291942,0.0,187.276634474511,3.7144685414165135,0.0,200.88081169823187,
RID6319,newyork,2037-04-20,213.0,239.0,31.694694838885933,0.0,185.43707125503445,3.268111092929054,0.0,203.7569889968274,Discount
RID9161,Chcago,2045-01-30,241.0,265.0,26.785220429085854,0.0,232.05285614817973,3.2183978283463044,0.0,202.6079568988884,
,,2024-10-12,248.0,274.0,9.251115300779158,1.0,203.66838783532512,3.838548437077383,0.0,198.3396237643547,BOGO
RID7883,Chcago,2041-08-01,317.0,344.0,16.735772893065366,0.0,258.7889696929872,3.941440150121034,0.0,196.93045934742432,Seasonal
RID4914,newyork,2033-06-15,236.0,261.0,24.748834840526825,0.0,232.33618564746243,3.6982270884980006,0.0,203.11052981650727,Seasonal
RID9385,newyork,2045-09-11,248.0,300.0,11.238445500208966,0.0,244.4586799407593,3.720622054427136,0.0,203.401807276176,Seasonal
RID9292,Denver,2045-06-10,298.0#,373.0,20.910302243316877,1.0,253.3424000898993,3.512889795944434,0.0,202.69057434489247,Seasonal
RID4936,Ney York,2033-07-07,288.0,367.0,20.710875182007392,0.0,282.21349941171,3.7627161162885794,0.0,202.2383251273752,BOGO
RID2075,newyork,2025-09-06,239.0,276.0,13.818611121748816,1.0,197.8720373303812,3.6599889359501474,0.0,208.7525616179373,Discount
RID31,newyork,2020-02-01,240.0,304.0,25.648549960874213,1.0,215.67160322069284,3.401812476872643,0.0,197.37129269811876,Discount
RID5700,Los Angeles,2035-08-10,305.0,337.0,13.127476710003892,0.0,249.6769978783849,3.547817927744944,0.0,199.82487026168815,
RID3527,newyork,2029-08-28,216.0,300.0,13.26077276720599,0.0,214.3313388383245,3.5940678990525163,0.0,203.5715300837491,BOGO
RID29,newyork,2020-01-30,236.0,270.0,22.828768058928656,0.0,197.359682485289,3.9784334463085513,0.0,195.9214434196448,
RID3181,Chicago,2028-09-16,258.0,345.0,10.425509200160867,1.0,218.0300066121422,3.6389986536201895,0.0,205.4589913175001,Seasonal
RID5071,Denver,2033-11-19,270.0,354.0,11.50682241780996,1.0,218.19946838811055,3.4382524795634444,0.0,196.1820666454004,Discount
RID4924,Los Angeles,2033-06-25,275.0,333.0,17.65349700509138,1.0,268.1964294995552,3.861084613486328,0.0,196.03035956444467,BOGO
RID4270,denver,2031-09-10,241.0,325.0,10.746365995327324,0.0,213.38879562855303,3.8521455052619578,0.0,190.22334025989528,
RID106,denver,2020-04-16,259.0,330.0,30.50470190868564,0.0,221.79674814146128,3.685920332650617,0.0,185.7758482430741,
RID4264,LA,2031-09-04,281.0,336.0,7.305787220834675,0.0,232.8758545321231,3.824490862989658,0.0,206.31186670325351,
RID2150,Chcago,2025-11-20,258.0,326.0,14.15375512402307,0.0,230.946995922126,3.6978369001398246,0.0,201.24078307444583,Discount
RID6840,Ney York,2038-09-23,301.0,353.0,7.330810880115079,0.0,244.7156521970735,4.065373069268036,0.0,208.54719833920475,Seasonal
RID7474,Ney York,2040-06-18,,320.0,22.85162002807697,0.0,182.34814045109317,3.561533406721205,0.0,193.11642100535127,Seasonal
RID6202,denver,2036-12-24,284.0,364.0,18.884545581417548,0.0,189.3326753827566,3.775335137215047,1.0,195.87162106675643,
RID6595,denver,2038-01-21,318.0,362.0,22.6669337782516,0.0,261.0781555322544,3.9728550685529473,0.0,200.3780871862867,BOGO
RID6226,NYC,2037-01-17,269.0,294.0,26.93420212980227,1.0,222.22614017846163,3.578239716193775,0.0,194.0071271657286,Seasonal
RID1626,Denver,2024-06-14,260.0,320.0,22.26970287341219,0.0,244.2167216320322,3.506062325994769,0.0,200.9757587636404,Discount
RID5399,NYC,2034-10-13,305.0,327.0,12.249297746120872,0.0,276.7997103045267,3.9278073112677614,0.0,208.1114319396277,
RID8539,Denver,2043-05-19,252.0,279.0,25.91908805147283,0.0,253.87299765956055,3.7578481497105503,0.0,195.4961507109284,Seasonal
